Adresse,Nom,Type,Commentaire,Adresse_ABS,Fonction,Categorie,Unité
3.1,Fk_51_spreader_on,BOOL,Touche de fonction: mise en circuit du spr eader Spreader,%DB110.DBX3.1,Spreader,Télésignal,
3.2,Fk_51_spreader_off,BOOL,Touche de fonction: mise hors circuit du s preader Spreader,%DB110.DBX3.2,Spreader,Télésignal,
3.3,Fk_51_SEL_spreader_pos_1,BOOL,Touche de fonction: sélection position spr eader 1 Spreader 1,%DB110.DBX3.3,Spreader,Télésignal,
3.4,Fk_51_SEL_spreader_pos_2,BOOL,Touche de fonction: sélection position spr eader 2 Spreader 2,%DB110.DBX3.4,Spreader,Télésignal,
3.5,Fk_51_SEL_spreader_pos_3,BOOL,Touche de fonction: sélection position spr eader 3 Spreader 3,%DB110.DBX3.5,Spreader,Télésignal,
3.6,Fk_51_SEL_spreader_pos_4,BOOL,Touche de fonction: sélection position spr eader 4 Spreader 4,%DB110.DBX3.6,Spreader,Télésignal,
3.7,Fk_51_twin_spreader_retr,BOOL,Touche de fonction: rentrée du vérin du sp reader twinlift Spreader,%DB110.DBX3.7,Spreader,Télésignal,
4.0,Fk_51_twin_spreader_extr,BOOL,Touche de fonction: sortie du vérin du spr eader twinlift Spreader,%DB110.DBX4.0,Spreader,Télésignal,
4.1,Fk_51_twin_spreader_up,BOOL,Touche de fonction: relever les twins du s preader Spreader,%DB110.DBX4.1,Spreader,Télésignal,
4.2,Fk_51_twin_spreader_down,BOOL,Touche de fonction: descendre des twins du spreader Spreader,%DB110.DBX4.2,Spreader,Télésignal,
4.3,_51_Res1,BOOL,Spreader 1,%DB110.DBX4.3,Spreader,Télésignal,
4.4,_51_Res2,BOOL,Spreader 2,%DB110.DBX4.4,Spreader,Télésignal,
4.5,_51_Res3,BOOL,Spreader 3,%DB110.DBX4.5,Spreader,Télésignal,
4.6,_51_Res4,BOOL,Spreader 4,%DB110.DBX4.6,Spreader,Télésignal,
4.7,_51_Res5,BOOL,Spreader 5,%DB110.DBX4.7,Spreader,Télésignal,
5.0,_51_Res6,BOOL,Spreader 6,%DB110.DBX5.0,Spreader,Télésignal,
5.1,Fk_53_cab_reel_aut,BOOL,Touche de fonction enrouleur à câble flèch e: sélection mode automatique Enrouleur à câble de flèche,%DB110.DBX5.1,Enrouleur à câble de flèche,Télésignal,
5.2,Fk_53_cab_reel_man,BOOL,Touche de fonction enrouleur à câble flèch e: sélection mode manuel Enrouleur à câble de flèche,%DB110.DBX5.2,Enrouleur à câble de flèche,Télésignal,
5.3,Fk_53_cab_reel_wind_up,BOOL,Touche de fonction enrouleur à câble flèch e: enroulement en mode manuel Enrouleur à câble de flèche,%DB110.DBX5.3,Enrouleur à câble de flèche,Télésignal,
5.4,Fk_53_cab_reel_wind_down,BOOL,Touche fonction enrouleur à câble flèche:s élection mode manuel pour déroulement Enrouleur à câble de flèche,%DB110.DBX5.4,Enrouleur à câble de flèche,Télésignal,
5.5,Fk_53_cab_reel_aut_off,BOOL,Touche de fonction enrouleur flèche: sélec tion mode automatique hors circuit Enrouleur à câble de flèche,%DB110.DBX5.5,Enrouleur à câble de flèche,Télésignal,
5.6,_53_Res1,BOOL,Enrouleur à câble de flèche,%DB110.DBX5.6,Enrouleur à câble de flèche,Télésignal,
5.7,Fk_53_cab_reel_2_wind_up,BOOL,Touche de fonction enrouleur à câble flèch e 2: enroulement en mode manuel P DWON Enrouleur à câble de flèche,%DB110.DBX5.7,Enrouleur à câble de flèche,Télésignal,
6.0,Fk_53_cab_reel_2_wind_do,BOOL,Touche de fonction enrouleur à câble flèch e 2: déroulement en mode manuel w C mw Enrouleur à câble de flèche,%DB110.DBX6.0,Enrouleur à câble de flèche,Télésignal,
6.1,Fk_54_mot_grab_on,BOOL,Touche de fonction: mise en circuit w de la benne motorisée Benne motorisée,%DB110.DBX6.1,Benne motorisée,Télésignal,
6.2,Fk_54_mot_grab_off,BOOL,Touche de fonction: mise hors circuit de la benne motorisée Benne motorisée,%DB110.DBX6.2,Benne motorisée,Télésignal,
6.3,_54_Res1,BOOL,Benne motorisée 1,%DB110.DBX6.3,Benne motorisée,Télésignal,
6.4,_54_Res2,BOOL,Benne motorisée 2,%DB110.DBX6.4,Benne motorisée,Télésignal,
6.5,_54_Res3,BOOL,Benne motorisée 3,%DB110.DBX6.5,Benne motorisée,Télésignal,
6.6,_54_Res4,BOOL,Benne motorisée 4,%DB110.DBX6.6,Benne motorisée,Télésignal,
6.7,_54_Res5,BOOL,Benne motorisée 5,%DB110.DBX6.7,Benne motorisée,Télésignal,
7.0,_54_Res6,BOOL,Benne motorisée 6,%DB110.DBX7.0,Benne motorisée,Télésignal,
7.1,Fk_57_magnet_on,BOOL,Touche de fonction: mise en circuit de l'é lectro-aimant Electro-aimant,%DB110.DBX7.1,Electro-aimant,Télésignal,
7.2,Fk_57_magnet_off,BOOL,Touche de fonction: mise hors circuit de l 'électro-aimant Electro-aimant,%DB110.DBX7.2,Electro-aimant,Télésignal,
7.3,_57_Res1,BOOL,Electro-aimant 1,%DB110.DBX7.3,Electro-aimant,Télésignal,
7.4,_57_Res2,BOOL,Electro-aimant 2,%DB110.DBX7.4,Electro-aimant,Télésignal,
7.5,_57_Res3,BOOL,Electro-aimant 3,%DB110.DBX7.5,Electro-aimant,Télésignal,
7.6,_57_Res4,BOOL,Electro-aimant 4,%DB110.DBX7.6,Electro-aimant,Télésignal,
7.7,_57_Res5,BOOL,Electro-aimant 5,%DB110.DBX7.7,Electro-aimant,Télésignal,
8.0,_57_Res6,BOOL,Electro-aimant 6,%DB110.DBX8.0,Electro-aimant,Télésignal,
8.1,Fk_59_tong_ON,BOOL,"Touche de fonction: pince MARCHE Pince, pince de benne",%DB110.DBX8.1,"Pince, pince de benne",Télécommande,
8.2,Fk_59_tong_OFF,BOOL,"Touche de fonction: pince ARRET Pince, pince de benne",%DB110.DBX8.2,"Pince, pince de benne",Télécommande,
8.3,_59_Res1,BOOL,"Pince, pince de benne 1",%DB110.DBX8.3,"Pince, pince de benne",Télésignal,
8.4,_59_Res2,BOOL,"Pince, pince de benne 2",%DB110.DBX8.4,"Pince, pince de benne",Télésignal,
8.5,_59_Res3,BOOL,"Pince, pince de benne 3",%DB110.DBX8.5,"Pince, pince de benne",Télésignal,
8.6,_59_Res4,BOOL,"Pince, pince de benne 4",%DB110.DBX8.6,"Pince, pince de benne",Télésignal,
8.7,_59_Res5,BOOL,"Pince, pince de benne 5",%DB110.DBX8.7,"Pince, pince de benne",Télésignal,
9.0,_59_Res6,BOOL,"Pince, pince de benne 6",%DB110.DBX9.0,"Pince, pince de benne",Télésignal,
9.1,Fk_61_cha_sup_str_lock,BOOL,Touche de fonct. cabine tour: brochage sup erstructure / châssis Equipements de sécurité,%DB110.DBX9.1,Equipements de sécurité,Télécommande,
9.2,Fk_61_cha_sup_str_unlock,BOOL,Touche de fonction cabine tour: débrochage superstructure Equipements de sécurité,%DB110.DBX9.2,Equipements de sécurité,Télécommande,
9.3,_61_Res1,BOOL,Equipements de sécurité 1,%DB110.DBX9.3,Equipements de sécurité,Téléalarme,
9.4,_61_Res2,BOOL,Equipements de sécurité 2,%DB110.DBX9.4,Equipements de sécurité,Téléalarme,
9.5,_61_Res3,BOOL,Equipements de sécurité 3,%DB110.DBX9.5,Equipements de sécurité,Téléalarme,
9.6,_61_Res4,BOOL,Equipements de sécurité 4,%DB110.DBX9.6,Equipements de sécurité,Téléalarme,
9.7,_61_Res5,BOOL,Equipements de sécurité 5,%DB110.DBX9.7,Equipements de sécurité,Téléalarme,
10.0,_61_Res6,BOOL,Equipements de sécurité 6,%DB110.DBX10.0,Equipements de sécurité,Téléalarme,
10.1,Fk_62_SEL_prop_fr_le,BOOL,Touche de fonction sélection: calage rouge (avant gauche) Calage,%DB110.DBX10.1,Calage,Télésignal,
10.2,Fk_62_SEL_prop_fr_ri,BOOL,Touche de fonction sélection: calage bleu (avant droit) Calage,%DB110.DBX10.2,Calage,Télésignal,
10.3,Fk_62_SEL_prop_re_le,BOOL,Touche de fonction sélection: calage vert (arrière gauche) Calage,%DB110.DBX10.3,Calage,Télésignal,
10.4,Fk_62_SEL_prop_re_ri,BOOL,Touche de fonction sélection: calage jaune (arrière droit) Calage,%DB110.DBX10.4,Calage,Télésignal,
10.5,Fk_62_leveled,BOOL,Touche d’acquittement: grue à niveau Calage,%DB110.DBX10.5,Calage,Télécommande,
10.6,Fk_62_prop_base_X_SEL,BOOL,Touche de fonction: base de calage rentrée sélectionnée Calage,%DB110.DBX10.6,Calage,Télésignal,
10.7,Fk_62_prop_base_1_SEL,BOOL,Touche de fonction: base de calage 1 sélec tionnée Calage 1,%DB110.DBX10.7,Calage,Télésignal,
11.0,Fk_62_prop_base_2_SEL,BOOL,Touche de fonction: base de calage 2 sélec tionnée Calage 2,%DB110.DBX11.0,Calage,Télésignal,
11.1,Fk_62_auto_mode_extend,BOOL,Sélection calage automatique: sortir les p outres et descendre les patins Calage,%DB110.DBX11.1,Calage,Télésignal,
11.2,Fk_62_auto_mode_retract,BOOL,Sélection calage automatique: relever les patins et rentrer les poutres Calage,%DB110.DBX11.2,Calage,Télésignal,
11.3,Fk_62_extend_stab_beam,BOOL,Sélection calage automatique pour ne sorti r que les poutres Calage,%DB110.DBX11.3,Calage,Télésignal,
11.4,Fk_62_raise_jack_cyl,BOOL,Sélection calage automatique pour ne relev er que les patins Calage,%DB110.DBX11.4,Calage,Télécommande,
11.5,Fk_62_raise_extend_only,BOOL,Calage automatique patin de calage et poutres de calage Calage,%DB110.DBX11.5,Calage,Télésignal,
11.6,Fk_62_man_mode,BOOL,Sélection: calage en mode manuel Calage,%DB110.DBX11.6,Calage,Télésignal,
11.7,Fk_62_raise,BOOL,Touche de fonction: relever patin de calag e Calage,%DB110.DBX11.7,Calage,Télésignal,
12.0,Fk_62_lower,BOOL,Touche de fonction: abaisser patin de calage Calage,%DB110.DBX12.0,Calage,Télésignal,
12.1,Fk_62_extend,BOOL,Touche de fonction: sortir poutres de calage Calage,%DB110.DBX12.1,Calage,Télésignal,
12.2,Fk_62_retract,BOOL,Touche de fonction: rentrer poutres de calage Calage,%DB110.DBX12.2,Calage,Télésignal,
12.3,_62_Res1,BOOL,Calage 1,%DB110.DBX12.3,Calage,Télésignal,
12.4,_62_Res2,BOOL,Calage 2,%DB110.DBX12.4,Calage,Télésignal,
12.5,_62_Res3,BOOL,Calage 3,%DB110.DBX12.5,Calage,Télésignal,
12.6,_62_Res4,BOOL,Calage 4,%DB110.DBX12.6,Calage,Télésignal,
12.7,_62_Res5,BOOL,Calage 5,%DB110.DBX12.7,Calage,Télésignal,
13.0,_62_Res6,BOOL,Calage 6,%DB110.DBX13.0,Calage,Télésignal,
13.1,Fk_63_set_tara,BOOL,Touche de fonction: tarer la charge Contrôleur d’état de charge,%DB110.DBX13.1,Contrôleur d’état de charge,Télésignal,
13.2,_63_Res1,BOOL,Contrôleur d’état de charge 1,%DB110.DBX13.2,Contrôleur d’état de charge,Télésignal,
13.3,_63_Res2,BOOL,Contrôleur d’état de charge 2,%DB110.DBX13.3,Contrôleur d’état de charge,Télésignal,
13.4,_63_Res3,BOOL,Contrôleur d’état de charge 3,%DB110.DBX13.4,Contrôleur d’état de charge,Télésignal,
13.5,_63_Res4,BOOL,Contrôleur d’état de charge 4,%DB110.DBX13.5,Contrôleur d’état de charge,Télésignal,
13.6,_63_Res5,BOOL,Contrôleur d’état de charge 5,%DB110.DBX13.6,Contrôleur d’état de charge,Télésignal,
13.7,_63_Res6,BOOL,Contrôleur d’état de charge 6,%DB110.DBX13.7,Contrôleur d’état de charge,Télésignal,
14.0,_63_Res7,BOOL,Contrôleur d’état de charge 7,%DB110.DBX14.0,Contrôleur d’état de charge,Télésignal,
14.1,Fk_66_video_sys_on,BOOL,Touche de fonction: mise en circuit de la caméra vidéo P DWON Installation video,%DB110.DBX14.1,Installation video,Télésignal,
14.2,Fk_66_video_sys_off,BOOL,Touche de fonction: mise hors circuit de la caméra vidéo w C mw Installation video,%DB110.DBX14.2,Installation video,Télésignal,
14.3,Fk_66_video_zo_up,BOOL,Touche de fonction: caméra vidéo w zoom + Installation video,%DB110.DBX14.3,Installation video,Télésignal,
14.4,Fk_66_video_zo_do,BOOL,Touche de fonction: caméra vidéo zoom - Installation video,%DB110.DBX14.4,Installation video,Télésignal,
14.5,Fk_66_video_fo_up,BOOL,Touche de fonction: caméra vidéo focus + Installation video 1,%DB110.DBX14.5,Installation video,Télésignal,
14.6,Fk_66_video_fo_do,BOOL,Touche de fonction: caméra vidéo focus - Installation video 2,%DB110.DBX14.6,Installation video,Télésignal,
14.7,_66_Res1,BOOL,Installation video 1,%DB110.DBX14.7,Installation video,Télésignal,
15.0,_66_Res2,BOOL,Installation video 2,%DB110.DBX15.0,Installation video,Télésignal,
15.1,Fk_91_SEL_31,BOOL,Touche de fonction: sélection mécanisme de volée Commande centralisée CPU programmable,%DB110.DBX15.1,Commande centralisée CPU programmable,Télécommande,
15.2,Fk_91_SEL_42_62,BOOL,Touche de fonction: Sélection mécanisme de translation ou de calage Commande centralisée CPU programmable,%DB110.DBX15.2,Commande centralisée CPU programmable,Télécommande,
15.3,Fk_91_SEL_bulk_grab_op,BOOL,Touche de fonction: Sélection mode benne à coquille Commande centralisée CPU programmable,%DB110.DBX15.3,Commande centralisée CPU programmable,Télécommande,
15.4,Fk_91_SEL_claw_grab_op,BOOL,Touche de fonction: sélection du mode benne polype Commande centralisée CPU programmable,%DB110.DBX15.4,Commande centralisée CPU programmable,Télécommande,
15.5,Fk_91_SEL_spec_grab_op,BOOL,Touche de fonction: Sélection mode benne s péciale Commande centralisée CPU programmable,%DB110.DBX15.5,Commande centralisée CPU programmable,Télécommande,
15.6,Fk_91_SEL_traverse_op,BOOL,Touche de fonction: sélection du mode palo nnier Commande centralisée CPU programmable,%DB110.DBX15.6,Commande centralisée CPU programmable,Télécommande,
15.7,Fk_91_SEL_hook_op,BOOL,Touche de fonction: sélection du mode crochet Commande centralisée CPU programmable,%DB110.DBX15.7,Commande centralisée CPU programmable,Télécommande,
16.0,Fk_91_fault_list,BOOL,Touche de fonction: appel de la liste des défauts Commande centralisée CPU programmable,%DB110.DBX16.0,Commande centralisée CPU programmable,Télécommande,
16.1,Fk_91_fault_quit,BOOL,Touche de fonction: acquittement du défaut Commande centralisée CPU programmable,%DB110.DBX16.1,Commande centralisée CPU programmable,Télécommande,
16.2,Fk_91_op_manual,BOOL,Touche de fonction: appel du manuel de service Commande centralisée CPU programmable,%DB110.DBX16.2,Commande centralisée CPU programmable,Télécommande,
16.3,Fk_91_init_grab,BOOL,Touche de fonction: initialisation course de fermeture de la benne terminée Commande centralisée CPU programmable,%DB110.DBX16.3,Commande centralisée CPU programmable,Télécommande,
16.4,Fk_91_cab_up,BOOL,Touche de fonction: réglage de la hauteur de la cabine tour vers le haut Commande centralisée CPU programmable,%DB110.DBX16.4,Commande centralisée CPU programmable,Téléréglage,
16.5,Fk_91_cab_down,BOOL,Touche de fonction: réglage de la hauteur de la cabine tour vers le bas Commande centralisée CPU programmable,%DB110.DBX16.5,Commande centralisée CPU programmable,Téléréglage,
16.6,_91_Res1,BOOL,Commande centralisée CPU programmable 1,%DB110.DBX16.6,Commande centralisée CPU programmable,Télécommande,
16.7,_91_Res2,BOOL,Commande centralisée CPU programmable 2,%DB110.DBX16.7,Commande centralisée CPU programmable,Télécommande,
17.0,_91_Res3,BOOL,Commande centralisée CPU programmable 3,%DB110.DBX17.0,Commande centralisée CPU programmable,Télécommande,
17.1,_91_Res4,BOOL,Commande centralisée CPU programmable 4,%DB110.DBX17.1,Commande centralisée CPU programmable,Télécommande,
17.2,_91_Res5,BOOL,Commande centralisée CPU programmable 5,%DB110.DBX17.2,Commande centralisée CPU programmable,Télécommande,
17.3,_91_Res6,BOOL,Commande centralisée CPU programmable 6,%DB110.DBX17.3,Commande centralisée CPU programmable,Télécommande,
17.4,_91_Res7,BOOL,Commande centralisée CPU programmable 7,%DB110.DBX17.4,Commande centralisée CPU programmable,Télécommande,
17.5,_91_Res8,BOOL,Commande centralisée CPU programmable 8,%DB110.DBX17.5,Commande centralisée CPU programmable,Télécommande,
17.6,_91_Res9,BOOL,Commande centralisée CPU programmable 9,%DB110.DBX17.6,Commande centralisée CPU programmable,Télécommande,
17.7,_91_Res10,BOOL,Commande centralisée CPU programmable 10,%DB110.DBX17.7,Commande centralisée CPU programmable,Télécommande,
18.0,_91_Res11,BOOL,Commande centralisée CPU programmable 11,%DB110.DBX18.0,Commande centralisée CPU programmable,Télécommande,
0.0,Bloc_Selected_values,DWORD,*************************** Sans fonction 1,%DB112.DBD0,Sans fonction,Télémesure,
4.0,SRC_Factor_Min,REAL,Facteur de portée du régulateur de mou de câble_min Sans fonction,%DB112.DBD4,Sans fonction,Télémesure,min
8.0,SRC_Factor_Max,REAL,Facteur de portée du régulateur de mou de câble_max Sans fonction,%DB112.DBD8,Sans fonction,Télémesure,m
12.0,SRC_TN,INT,Temps dosage d'intégration du régulateur de la compensation mou de câble Sans fonction,%DB112.DBW12,Sans fonction,Télémesure,s
14.0,SRC_KP,INT,KP Schlaffseilausgleichsregler Sans fonction,%DB112.DBW14,Sans fonction,Télémesure,
16.0,CCC_Setpoint,REAL,Régulateur de la compensation de courant_ valeur de consigne Sans fonction,%DB112.DBD16,Sans fonction,Téléréglage,A
20.0,CCC_KP,REAL,Gain régulateur de la compensation de courant Sans fonction,%DB112.DBD20,Sans fonction,Télémesure,A
24.0,CCC_TN,INT,Temps de dosage d'intégration régulateur de la compensation de courant Sans fonction,%DB112.DBW24,Sans fonction,Télémesure,A
26.0,CCC_TN_Dummy,INT,Lückenfüller Sans fonction 1,%DB112.DBW26,Sans fonction,Télémesure,
28.0,CCC_Droopvalue,INT,Valeur max. du statisme régulateur de la compensation de courant Sans fonction,%DB112.DBW28,Sans fonction,Télémesure,A
30.0,CCC_Droopvalue_Dummy,INT,Lückenfüller Sans fonction 2,%DB112.DBW30,Sans fonction,Télémesure,
32.0,CCC_Droop_KP,REAL,KP_statisme du régulateur de la compensat ion de courant Sans fonction,%DB112.DBD32,Sans fonction,Télémesure,A
36.0,Limit_closed,REAL,Valeur de seuil fermée Sans fonction,%DB112.DBD36,Sans fonction,Télémesure,
40.0,PreLimit_closed,REAL,Valeur de seuil presque fermée Sans fonction,%DB112.DBD40,Sans fonction,Télémesure,
44.0,Limit_open,REAL,Valeur de seuil ouverte Sans fonction,%DB112.DBD44,Sans fonction,Télémesure,
48.0,CurrentLimit_closed,REAL,Seuil de courant Benne fermée Sans fonction,%DB112.DBD48,Sans fonction,Télémesure,A
52.0,Closing_speed_v0,REAL,Vitesse initiale fermer Sans fonction,%DB112.DBD52,Sans fonction,Télémesure,
56.0,Closing_load_1,REAL,Valeur de seuil 1 charge Sans fonction 1,%DB112.DBD56,Sans fonction,Télémesure,t
60.0,Closing_speed_v1,REAL,Vitesse à partir du point de charge 1 Sans fonction 1,%DB112.DBD60,Sans fonction,Télémesure,t
64.0,Closing_load_2,REAL,Valeur de seuil 2 charge Sans fonction 2,%DB112.DBD64,Sans fonction,Télémesure,t
68.0,Closing_speed_v2,REAL,Vitesse à partir du point de charge 2 Sans fonction 2,%DB112.DBD68,Sans fonction,Télémesure,t
72.0,Closing_load_3,REAL,Valeur de seuil 3 charge Sans fonction 3,%DB112.DBD72,Sans fonction,Télémesure,t
76.0,Closing_speed_v3,REAL,Vitesse à partir du point de charge 3 Sans fonction 3,%DB112.DBD76,Sans fonction,Télémesure,t
80.0,Closing_load_4,REAL,Valeur de seuil 4 charge Sans fonction 4,%DB112.DBD80,Sans fonction,Télémesure,t
84.0,Closing_speed_v4,REAL,Vitesse à partir du point de charge 4 Sans fonction 4,%DB112.DBD84,Sans fonction,Télémesure,t
88.0,Spare_22,REAL,Reserve 22 Sans fonction 1,%DB112.DBD88,Sans fonction,Télémesure,
92.0,Spare_23,REAL,Reserve 23 Sans fonction 2,%DB112.DBD92,Sans fonction,Télémesure,
96.0,Spare_24,REAL,Reserve 24 Sans fonction 3,%DB112.DBD96,Sans fonction,Télémesure,
100.0,Spare_25,REAL,Reserve 25 Sans fonction 4,%DB112.DBD100,Sans fonction,Télémesure,
104.0,Spare_26,REAL,Reserve 26 Sans fonction 5,%DB112.DBD104,Sans fonction,Télémesure,
108.0,Spare_27,REAL,Reserve 27 Sans fonction 6,%DB112.DBD108,Sans fonction,Télémesure,
112.0,Spare_28,REAL,Reserve 28 Sans fonction 7,%DB112.DBD112,Sans fonction,Télémesure,
116.0,Spare_29,REAL,Reserve 29 Sans fonction 8,%DB112.DBD116,Sans fonction,Télémesure,
120.0,Spare_30,REAL,Reserve 30 Sans fonction 9,%DB112.DBD120,Sans fonction,Télémesure,
124.0,Spare_31,REAL,Reserve 31 Méc. variation de volée hydraul.,%DB112.DBD124,Méc. variation de volée hydraul.,Télémesure,
128.0,Spare_32,REAL,Reserve 32 Sans fonction 10,%DB112.DBD128,Sans fonction,Télémesure,
132.0,_Grab_01,DWORD,************************* Enrouleur à câble pour amenée du courant,%DB112.DBD132,Enrouleur à câble pour amenée du courant,Télémesure,A
136.0,G1_SRC_Factor_Min,REAL,G1: Ausladungsfaktor Schlaffseilregler_mi n Sans fonction,%DB112.DBD136,Sans fonction,Télémesure,min
140.0,G1_SRC_Factor_Max,REAL,G1: facteur de portée régulateur mou de câble_min Sans fonction,%DB112.DBD140,Sans fonction,Télémesure,min
144.0,G1_SRC_TN,INT,G1: temps de dosage d'intégration compens ation du mou de câble Sans fonction,%DB112.DBW144,Sans fonction,Télémesure,s
146.0,G1_SRC_KP,INT,G1: KP Schlaffseilausgleichsregler Sans fonction,%DB112.DBW146,Sans fonction,Télémesure,
148.0,G1_CCC_Setpoint,REAL,G1: régulateur de la compensation de cour ant_valeur de consigne Sans fonction,%DB112.DBD148,Sans fonction,Téléréglage,
152.0,G1_CCC_KP,REAL,G1: gain régulateur de la compensation de courant Sans fonction,%DB112.DBD152,Sans fonction,Télémesure,A
156.0,G1_CCC_TN,INT,G1: temps de dosage d'intégration régulat eur de courant de compensation Sans fonction,%DB112.DBW156,Sans fonction,Télémesure,A
158.0,G1_CCC_TN_Dummy,INT,G1: réserve Sans fonction 1,%DB112.DBW158,Sans fonction,Télémesure,
160.0,G1_CCC_Droopvalue,INT,G1: valeur max. statisme régulateur de la compensation de courant Sans fonction,%DB112.DBW160,Sans fonction,Télémesure,A
162.0,G1_CCC_Droopvalue_Dummy,INT,G1: réserve Sans fonction 2,%DB112.DBW162,Sans fonction,Télémesure,
164.0,G1_CCC_Droop_KP,REAL,G1: KP_statisme régulateur de la compensa tion de courant Sans fonction,%DB112.DBD164,Sans fonction,Télémesure,A
168.0,G1_Limit_closed,REAL,G1: valeur de seuil fermée Sans fonction,%DB112.DBD168,Sans fonction,Télémesure,
172.0,G1_PreLimit_closed,REAL,G1: valeur de seuil presque fermée Sans fonction,%DB112.DBD172,Sans fonction,Télémesure,
176.0,G1_Limit_open,REAL,G1: valeur de seuil ouverte Sans fonction,%DB112.DBD176,Sans fonction,Télémesure,
180.0,G1_CurrentLimit_closed,REAL,G1: seuil de courant Benne fermée P DWON Sans fonction,%DB112.DBD180,Sans fonction,Télémesure,A
184.0,G1_Closing_speed_v0,REAL,G1: vitesse initiale fermer Sans fonction,%DB112.DBD184,Sans fonction,Télémesure,
188.0,G1_Closing_load_1,REAL,G1: valeur de seuil 1 charge w C mw Sans fonction,%DB112.DBD188,Sans fonction,Télémesure,t
192.0,G1_Closing_speed_v1,REAL,G1: vitesse à partir du point de w charge 1 Sans fonction,%DB112.DBD192,Sans fonction,Télémesure,t
196.0,G1_Closing_load_2,REAL,G1: valeur de seuil 2 charge Sans fonction 1,%DB112.DBD196,Sans fonction,Télémesure,t
200.0,G1_Closing_speed_v2,REAL,G1: vitesse à partir du point de charge 2 Sans fonction 1,%DB112.DBD200,Sans fonction,Télémesure,t
204.0,G1_Closing_load_3,REAL,G1: valeur de seuil 3 charge Sans fonction 2,%DB112.DBD204,Sans fonction,Télémesure,t
208.0,G1_Closing_speed_v3,REAL,G1: vitesse à partir du point de charge 3 Sans fonction 2,%DB112.DBD208,Sans fonction,Télémesure,t
212.0,G1_Closing_load_4,REAL,G1: valeur de seuil 4 charge Sans fonction 3,%DB112.DBD212,Sans fonction,Télémesure,t
216.0,G1_Closing_speed_v4,REAL,G1: vitesse à partir du point de charge 4 Sans fonction 3,%DB112.DBD216,Sans fonction,Télémesure,t
220.0,G1_Spare_22,REAL,G1: Reserve 22 Sans fonction 3,%DB112.DBD220,Sans fonction,Télémesure,
224.0,G1_Spare_23,REAL,G1: Reserve 23 Sans fonction 4,%DB112.DBD224,Sans fonction,Télémesure,
228.0,G1_Spare_24,REAL,G1: Reserve 24 Sans fonction 5,%DB112.DBD228,Sans fonction,Télémesure,
232.0,G1_Spare_25,REAL,G1: Reserve 25 Sans fonction 6,%DB112.DBD232,Sans fonction,Télémesure,
236.0,G1_Spare_26,REAL,G1: Reserve 26 Sans fonction 7,%DB112.DBD236,Sans fonction,Télémesure,
240.0,G1_Spare_27,REAL,G1: Reserve 27 Sans fonction 8,%DB112.DBD240,Sans fonction,Télémesure,
244.0,G1_Spare_28,REAL,G1: Reserve 28 Sans fonction 9,%DB112.DBD244,Sans fonction,Télémesure,
248.0,G1_Spare_29,REAL,G1: Reserve 29 Sans fonction 10,%DB112.DBD248,Sans fonction,Télémesure,
252.0,G1_Spare_30,REAL,G1: Reserve 30 Sans fonction 11,%DB112.DBD252,Sans fonction,Télémesure,
256.0,G1_Spare_31,REAL,G1: Reserve 31 Méc. variation de volée hydraul.,%DB112.DBD256,Méc. variation de volée hydraul.,Télémesure,
260.0,G1_Spare_32,REAL,G1: Reserve 32 Sans fonction 12,%DB112.DBD260,Sans fonction,Télémesure,
264.0,_Grab_02,DWORD,************************* Unité d’alimentation,%DB112.DBD264,Unité d’alimentation,Télémesure,
268.0,G2_SRC_Factor_Min,REAL,G2: facteur de portée régulateur mou de câble_min Sans fonction,%DB112.DBD268,Sans fonction,Télémesure,min
272.0,G2_SRC_Factor_Max,REAL,G2: facteur de portée régulateur mou de c âble_max Sans fonction,%DB112.DBD272,Sans fonction,Télémesure,m
276.0,G2_SRC_TN,INT,G2: temps de dosage d'intégration compens ation du mou de câble Sans fonction,%DB112.DBW276,Sans fonction,Télémesure,s
278.0,G2_SRC_KP,INT,G2: KP Schlaffseilausgleichsregler Sans fonction,%DB112.DBW278,Sans fonction,Télémesure,
280.0,G2_CCC_Setpoint,REAL,G2: régulateur de la compensation de cour ant_valeur de consigne Sans fonction,%DB112.DBD280,Sans fonction,Téléréglage,
284.0,G2_CCC_KP,REAL,G2: Verstärkung Stromausgleichsregler Sans fonction,%DB112.DBD284,Sans fonction,Télémesure,
288.0,G2_CCC_TN,INT,G2: gain régulateur de la compensation de courant Sans fonction,%DB112.DBW288,Sans fonction,Télémesure,A
290.0,G2_CCC_TN_Dummy,INT,G2: Réserve Sans fonction 1,%DB112.DBW290,Sans fonction,Télémesure,
292.0,G2_CCC_Droopvalue,INT,G2: Valeur max. statisme régulateur de la compensation de courant Sans fonction,%DB112.DBW292,Sans fonction,Télémesure,A
294.0,G2_CCC_Droopvalue_Dummy,INT,G2: Réserve Sans fonction 2,%DB112.DBW294,Sans fonction,Télémesure,
296.0,G2_CCC_Droop_KP,REAL,G2: KP_statisme régulateur de la compensa tion de courant Sans fonction,%DB112.DBD296,Sans fonction,Télémesure,A
300.0,G2_Limit_closed,REAL,G2: valeur de seuil fermée Sans fonction,%DB112.DBD300,Sans fonction,Télémesure,
304.0,G2_PreLimit_closed,REAL,G2: valeur de seuil presque fermée Sans fonction,%DB112.DBD304,Sans fonction,Télémesure,
